,international_reputation,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Attack_workrate,Defend_workrate,Positon_General,preferred_foot_Left,preferred_foot_Right,body_type_Akinfenwa,body_type_C. Ronaldo,body_type_Courtois,body_type_Lean,body_type_Messi,body_type_Neymar,body_type_Normal,body_type_PLAYER_BODY_TYPE_25,body_type_Shaqiri,body_type_Stocky,height_cm,weight_kg,age
12555,1,3,2,40,42,46,61,40,57,45,47,57,57,59,60,67,55,76,57,73,44,51,35,38,26,47,52,51,56,35,40,43,11,9,14,11,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,174,73,18
12556,1,3,2,46,42,33,51,42,58,41,34,43,60,68,69,70,39,91,51,38,47,38,35,28,16,41,42,54,48,28,20,28,12,8,8,14,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,54,20
12557,1,2,2,42,46,33,53,43,58,48,41,44,55,71,61,67,49,73,50,58,56,52,40,45,23,43,48,47,52,37,25,21,14,6,13,7,10,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,177,71,19
12558,1,3,2,37,38,43,56,36,47,48,42,55,50,66,60,69,50,56,53,65,65,59,42,58,44,52,56,60,50,43,45,40,8,12,8,9,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,75,19
12559,1,3,2,45,43,39,60,40,62,53,47,64,59,64,67,64,49,63,55,60,33,55,36,39,26,47,48,40,61,49,37,42,7,8,11,7,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,69,20
12560,1,3,2,34,31,46,58,37,46,34,42,56,52,66,63,60,47,65,58,62,64,61,39,58,45,48,54,46,38,45,44,45,14,7,13,7,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,75,19
12561,1,3,2,49,44,39,46,42,54,40,39,42,53,75,74,73,43,71,51,62,62,46,45,33,23,45,47,48,48,26,28,24,14,6,14,8,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,70,18
12562,1,3,2,39,30,41,60,34,58,41,36,52,60,69,63,74,47,72,53,66,55,37,30,52,35,51,54,39,50,34,28,28,13,6,11,8,6,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,65,17
12563,1,3,3,46,59,43,45,44,56,42,41,42,52,74,70,74,42,85,60,43,36,38,45,31,23,51,47,59,48,19,25,29,14,5,11,10,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,65,18
12564,1,3,2,52,43,44,46,44,61,49,42,52,56,78,71,73,51,72,52,77,62,36,40,55,26,42,48,48,49,26,31,33,6,12,11,7,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,69,19
12565,1,2,2,42,44,33,49,43,56,45,40,45,58,68,67,67,52,58,44,52,40,37,39,44,29,49,49,45,48,37,33,32,15,5,14,14,7,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,179,67,17
12566,1,3,2,40,45,42,57,42,48,48,50,53,44,72,68,71,51,75,50,63,55,41,42,50,52,59,61,48,54,43,57,50,11,10,14,9,12,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,175,68,18
12567,1,3,2,29,31,51,54,34,51,33,31,50,45,63,66,67,57,63,48,64,68,62,42,52,49,50,48,37,33,46,52,50,6,14,13,6,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,184,75,19
12568,1,3,2,39,32,53,56,36,55,35,35,55,55,64,64,75,56,82,55,65,64,53,40,60,42,51,43,47,41,40,41,47,10,13,7,11,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,63,20
12569,1,3,3,46,49,40,54,42,57,40,35,49,53,69,63,64,42,65,50,43,41,43,37,30,21,48,47,55,48,20,25,22,10,10,13,11,8,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,176,68,20
12570,1,3,2,40,36,40,58,41,47,45,36,55,47,71,70,74,57,76,47,57,60,58,33,44,28,46,53,41,61,34,37,36,15,12,8,8,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,75,18
12571,1,3,2,52,51,40,54,53,50,47,34,49,52,74,69,52,36,76,59,42,53,43,36,29,16,48,45,56,43,22,24,29,11,12,9,10,12,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,175,67,19
12572,1,2,2,39,40,42,55,37,51,42,40,53,53,70,68,73,49,75,51,71,64,59,43,50,50,47,53,45,47,48,52,50,8,13,14,12,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,174,64,18
12573,1,3,2,44,38,36,53,36,57,37,36,44,51,66,58,68,55,73,50,70,47,44,35,38,38,52,50,41,50,29,37,26,10,9,12,5,10,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,170,64,18
12574,1,3,2,38,45,39,54,39,47,45,36,51,50,63,66,76,48,70,43,51,32,56,48,42,25,39,58,46,58,30,36,40,13,14,9,11,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,73,20
12575,1,3,3,47,55,37,48,37,58,43,34,34,56,68,64,62,48,67,60,42,32,43,39,32,16,47,53,54,44,20,27,26,11,9,6,9,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,80,21
12576,1,3,2,46,40,46,56,36,56,41,42,56,58,65,65,65,53,53,50,56,43,48,36,55,52,42,50,42,40,48,49,50,11,8,7,9,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,75,20
12577,1,3,2,40,31,31,63,46,59,48,51,61,57,52,53,50,41,55,30,39,34,41,34,36,21,45,51,55,48,25,40,38,9,12,8,5,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,63,19
12578,1,3,3,44,38,39,50,38,61,57,41,47,56,65,58,73,51,71,50,66,36,36,32,33,24,46,53,40,55,27,41,27,7,8,6,7,11,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,169,60,18
12579,1,3,2,40,46,36,53,45,54,42,44,47,52,69,63,74,51,71,44,56,43,42,42,41,17,43,49,49,41,32,22,21,10,6,6,12,11,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,176,66,17
12580,1,3,2,42,41,40,55,37,51,43,35,54,54,68,69,71,51,75,46,71,67,46,38,36,40,48,53,49,56,41,45,43,14,14,7,13,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,66,18
12581,1,3,3,47,53,37,46,43,53,35,39,40,52,76,73,75,43,77,46,65,66,43,31,29,22,44,46,53,48,27,28,23,9,8,8,15,12,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,175,66,19
12582,1,3,2,39,32,51,60,30,49,39,42,50,53,59,55,59,54,62,49,64,49,58,32,53,52,32,44,42,43,46,49,56,5,11,12,9,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,179,80,19
12583,1,3,2,43,43,32,52,40,55,44,40,43,60,59,64,56,50,50,51,47,51,60,42,41,25,42,56,42,55,31,27,25,5,9,7,14,15,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,187,81,17
12584,1,3,2,38,47,38,55,39,55,47,42,53,54,74,68,80,49,77,55,63,66,50,54,44,27,46,53,39,53,38,39,33,12,11,5,11,13,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,60,19
12585,1,3,2,46,31,50,58,43,43,32,45,56,48,63,66,75,53,67,55,67,68,65,39,52,44,49,52,43,45,50,45,42,7,9,9,10,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,75,19
12586,1,3,2,36,34,46,59,39,52,35,33,51,54,61,66,57,57,61,46,61,59,56,38,61,47,46,45,39,38,49,48,39,5,13,11,12,5,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,185,72,19
12587,1,3,2,50,44,33,47,42,51,45,34,44,53,74,72,63,41,61,51,48,53,42,36,25,21,48,48,49,49,24,21,22,12,8,8,10,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,72,20
12588,1,3,3,51,41,38,51,27,53,48,37,39,47,65,67,65,55,53,35,60,60,54,45,45,47,52,50,40,49,41,41,40,13,11,11,11,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,69,21
12589,1,3,2,51,51,38,53,47,47,48,34,44,54,73,73,58,36,83,55,45,51,43,39,38,23,51,48,53,46,23,27,26,6,9,13,9,14,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,172,65,21
12590,1,3,2,39,29,43,56,31,53,38,31,49,56,68,66,61,48,57,41,58,56,59,36,53,43,50,48,32,51,46,50,46,7,6,15,8,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,184,77,19
12591,1,2,2,38,35,43,57,32,48,40,33,53,49,58,62,60,51,68,49,58,68,59,38,61,45,35,48,41,44,46,48,49,9,5,8,10,12,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,71,20
12592,1,3,2,49,51,38,40,46,63,40,34,30,48,72,82,65,41,76,64,44,47,38,40,34,20,46,46,47,46,31,29,28,8,6,9,6,6,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,177,63,22
12593,1,3,2,54,47,36,53,42,55,58,35,43,53,69,60,65,36,72,45,32,49,51,37,28,21,52,51,46,49,24,38,33,6,7,11,7,5,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,70,22
12594,1,3,2,33,39,43,60,30,54,36,48,56,56,59,64,66,54,56,57,65,33,56,49,49,52,31,49,41,40,44,53,51,7,7,14,7,10,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,178,74,19
12595,1,3,3,45,34,40,62,41,48,52,42,69,51,56,69,57,43,61,50,57,79,57,32,38,25,38,62,48,54,34,39,45,10,10,13,12,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,183,67,21
12596,1,3,2,51,30,53,63,42,53,38,31,61,56,66,62,55,37,63,50,47,45,72,38,41,40,38,51,46,41,46,56,52,6,11,6,12,9,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,183,77,20
12597,1,3,3,54,41,37,51,38,53,51,43,45,57,67,74,83,37,83,42,43,45,32,33,26,16,42,45,43,47,19,26,27,13,5,15,11,14,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,172,63,23
12598,1,3,2,36,57,57,51,35,53,39,30,39,56,52,53,58,49,79,46,61,59,57,53,30,15,50,49,63,44,17,19,14,13,6,9,7,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,71,22
12599,1,3,2,41,48,49,60,46,54,50,45,60,56,66,66,75,55,72,58,52,47,58,33,39,31,42,48,50,52,37,46,44,14,8,10,15,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,65,21
12600,1,3,2,50,47,31,49,38,48,35,32,44,54,77,79,71,35,68,51,34,52,77,32,34,23,46,49,48,40,62,22,24,12,8,9,8,6,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,180,72,20
12601,1,3,2,45,40,42,61,36,48,46,40,59,52,60,69,61,46,67,53,53,54,51,35,35,30,49,54,40,59,37,54,50,11,13,10,9,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,76,20
12602,1,2,2,54,46,30,56,40,52,38,39,44,54,64,66,57,48,87,49,44,51,32,34,29,17,42,41,53,40,22,25,24,15,12,8,10,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,170,60,22
12603,1,3,2,41,42,45,58,44,51,36,33,55,60,66,62,53,46,68,49,56,63,48,41,38,37,47,51,39,52,38,40,38,11,5,14,12,14,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,180,73,21
12604,1,3,2,38,28,48,59,36,53,32,31,58,54,65,59,57,50,87,51,69,63,40,31,51,45,52,44,36,36,40,44,49,8,8,13,10,10,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,169,62,21
12605,1,1,2,48,34,43,53,43,50,42,41,52,51,64,64,59,59,75,50,55,55,43,44,55,47,52,53,52,41,40,54,55,12,9,12,6,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,174,69,21
12606,1,4,2,43,46,54,57,40,53,40,26,45,54,68,69,62,56,66,56,64,70,69,48,58,34,50,49,50,50,34,43,34,12,13,10,10,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,183,72,21
12607,1,2,2,43,30,48,57,27,55,37,35,55,60,63,62,65,53,65,43,58,57,55,29,57,40,41,56,42,55,46,42,45,9,12,7,5,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,72,22
12608,1,2,2,54,48,48,63,40,51,53,43,64,51,60,60,64,53,64,54,55,36,46,36,45,21,42,55,44,58,36,48,49,13,10,10,9,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,75,23
12609,1,3,2,45,38,55,60,38,47,36,35,57,52,62,67,60,53,67,54,60,65,54,40,65,49,46,44,40,40,48,54,49,11,11,11,7,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,70,24
12610,1,3,2,36,39,54,52,37,52,37,39,52,55,62,66,59,43,61,43,69,64,59,35,50,47,49,47,32,41,53,53,57,16,14,15,10,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,72,22
12611,1,3,2,44,37,40,54,40,54,50,50,48,47,67,57,65,52,67,42,55,53,45,40,50,44,48,54,41,40,30,32,40,12,8,11,9,12,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,18
12612,1,2,3,39,33,54,56,30,52,41,42,50,52,74,78,62,50,60,51,75,68,70,36,39,50,36,52,48,43,44,50,46,8,13,12,6,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,187,72,18
12613,1,3,2,45,26,44,51,32,48,34,26,46,52,62,56,59,54,48,21,64,62,59,25,55,50,49,38,34,34,49,50,49,10,7,12,6,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,70,17
12614,1,3,2,45,42,43,60,40,52,44,41,56,54,65,63,68,44,61,46,55,34,36,38,38,32,56,56,36,43,32,42,40,12,13,6,14,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,74,17
12615,1,2,2,51,41,42,50,40,54,39,45,47,54,69,71,69,39,64,43,36,44,31,42,27,18,46,45,38,51,23,21,20,8,5,5,15,15,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,173,67,18
12616,1,3,2,36,30,48,56,35,52,40,39,52,50,67,60,50,50,61,50,60,62,56,41,59,44,53,46,41,43,34,48,46,12,5,8,13,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,74,18
12617,1,3,2,41,32,45,57,32,49,40,36,57,52,54,60,56,54,72,48,63,48,68,34,56,52,38,45,47,41,46,56,53,7,11,8,12,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,70,19
12618,1,3,2,43,31,48,62,39,49,39,34,55,46,67,65,59,48,65,48,60,55,57,39,54,42,51,52,43,42,27,35,41,9,9,11,10,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,70,18
12619,1,3,2,45,45,39,52,43,52,42,44,51,54,65,63,58,53,65,50,51,48,49,41,46,29,42,48,47,46,37,35,36,12,13,7,11,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,69,18
12620,1,3,2,38,45,42,60,37,48,40,38,56,45,63,68,70,47,62,49,56,58,58,43,48,36,54,48,40,44,32,46,44,8,8,13,11,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,71,18
12621,1,3,2,47,42,41,50,48,61,53,41,50,55,56,66,54,52,65,57,57,47,51,37,39,28,46,47,50,52,41,31,34,12,11,5,14,13,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,181,72,17
12622,1,2,2,36,37,47,57,37,48,45,39,55,53,63,60,56,45,58,47,61,59,53,34,55,44,49,54,39,39,30,49,54,5,8,6,12,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,185,69,17
12623,1,3,2,34,40,48,55,32,53,31,35,52,56,65,60,60,54,69,49,55,61,44,29,49,37,52,53,41,41,20,35,34,5,10,12,15,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,70,17
12624,1,3,2,36,48,30,47,41,59,52,39,50,60,61,60,59,49,66,52,56,34,49,38,42,27,39,49,40,51,35,30,38,5,7,10,6,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,71,18
12625,1,3,2,44,44,35,57,41,53,41,39,55,55,63,64,72,48,70,52,57,46,44,40,40,37,50,49,42,50,48,42,40,12,9,9,12,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,69,19
12626,1,3,2,39,38,42,48,38,47,38,38,54,52,68,69,65,50,70,51,59,71,59,39,52,46,49,52,34,47,38,44,46,5,12,12,7,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,77,18
12627,1,3,2,32,29,44,61,29,50,28,33,52,54,64,57,52,53,67,38,62,48,60,30,52,50,36,41,32,63,48,42,52,11,13,5,8,9,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,74,17
12628,1,3,2,49,51,33,52,54,48,51,33,45,52,67,67,59,35,58,52,36,52,58,34,34,23,49,48,51,47,22,24,23,15,5,12,9,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,76,17
12629,1,3,2,40,32,46,59,35,53,34,40,55,51,73,67,79,44,89,52,68,55,27,38,56,41,48,49,41,38,33,47,51,7,10,12,13,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,167,54,17
12630,1,3,2,48,51,42,48,39,54,44,42,43,50,65,67,56,39,64,54,49,50,42,36,27,24,45,51,55,51,29,23,23,8,8,5,13,12,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,172,67,17
12631,1,2,2,40,35,45,53,37,55,38,35,51,51,66,59,61,50,70,51,49,61,58,38,56,51,54,48,37,38,50,48,45,6,14,7,13,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,70,19
12632,1,3,2,42,52,36,55,42,55,43,37,50,62,64,65,58,49,61,53,58,58,56,36,42,23,57,49,41,57,32,36,39,7,9,14,14,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,182,74,18
12633,1,3,3,47,49,37,50,35,53,44,47,44,46,69,68,69,41,57,45,50,54,35,36,37,22,44,47,46,46,32,39,33,10,6,11,11,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,62,16
12634,1,4,3,40,41,36,58,41,51,48,42,50,49,61,59,59,47,60,51,36,38,43,45,42,26,44,50,43,52,36,38,38,15,8,14,15,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,70,18
12635,1,3,2,52,49,30,47,37,53,62,70,41,52,71,68,55,38,91,64,42,43,32,33,30,23,44,45,50,43,22,23,26,8,10,12,5,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,167,60,18
12636,1,4,2,49,30,44,57,37,42,33,31,52,53,69,66,76,48,72,48,39,57,57,41,41,31,49,52,48,46,21,33,31,11,10,15,6,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,179,70,18
12637,1,2,2,41,28,46,58,32,46,41,37,52,46,66,64,58,49,65,45,57,46,58,31,55,47,32,37,48,39,48,54,51,8,6,13,9,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,75,18
12638,1,3,2,37,44,36,62,33,54,42,32,51,56,64,64,59,52,65,45,49,32,42,38,41,24,52,50,42,51,36,49,48,7,5,8,8,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,68,17
12639,1,3,2,42,47,40,62,41,53,49,44,65,50,69,62,56,52,80,53,53,41,38,35,44,30,50,47,45,58,37,41,50,15,12,6,9,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,174,63,18
12640,1,3,2,42,43,37,56,40,55,49,42,54,60,70,64,78,45,78,50,53,58,33,37,38,33,45,47,43,58,43,43,41,6,13,9,6,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,74,18
12641,1,2,2,34,46,46,58,46,51,50,30,54,54,64,65,79,48,70,52,60,33,55,49,48,49,38,52,41,48,48,50,47,6,9,11,11,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,70,17
12642,1,3,2,49,40,42,54,31,48,58,37,46,44,69,67,51,54,70,70,69,65,68,59,56,42,57,48,35,40,55,39,36,10,12,7,12,14,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,187,73,19
12643,1,3,2,43,28,51,60,40,53,35,37,55,53,65,62,56,54,68,57,60,53,48,33,57,38,55,49,46,46,44,41,52,10,12,11,14,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,19
12644,1,2,2,44,44,39,55,34,53,38,38,51,55,65,66,72,51,69,45,75,53,48,36,48,52,41,48,52,47,51,49,46,11,12,5,10,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,73,19
12645,1,3,2,46,50,31,48,45,51,44,34,36,52,73,78,63,37,64,47,48,39,62,38,30,22,48,47,40,43,21,20,24,7,8,10,10,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,78,18
12646,1,2,2,43,30,52,59,32,45,38,42,45,49,62,64,57,55,51,47,59,51,66,32,52,47,32,40,42,39,43,50,56,10,11,5,10,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,188,83,19
12647,1,3,2,42,31,47,58,31,54,38,50,50,50,61,58,52,49,47,46,59,38,70,28,57,49,39,43,39,44,46,47,54,10,10,10,11,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,190,80,18
12648,1,3,2,42,38,40,54,36,50,40,40,52,51,69,71,67,51,69,45,65,65,69,41,41,44,45,51,43,50,46,49,46,9,6,11,5,9,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,184,80,18
12649,1,3,2,42,49,49,39,34,50,37,41,40,50,76,80,63,48,55,51,63,57,59,47,46,20,47,48,45,41,36,23,23,5,6,8,9,8,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,183,70,20
12650,1,2,2,53,53,29,43,45,60,47,34,33,53,65,65,59,39,73,40,48,44,41,41,27,16,44,42,52,42,19,24,24,11,6,14,10,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,65,20
12651,1,3,2,52,39,30,55,41,51,42,36,48,48,67,63,69,42,75,39,58,59,38,34,28,25,42,44,41,40,21,29,25,9,9,7,9,12,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,178,68,19
12652,1,3,3,49,44,40,55,40,54,48,47,49,53,56,66,52,52,68,53,54,44,43,35,46,23,37,55,44,52,36,32,38,7,9,7,8,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,75,19
12653,1,3,2,50,53,48,54,36,47,57,55,45,58,76,73,66,54,76,57,57,55,44,50,28,48,53,45,35,62,27,47,38,15,10,14,14,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,68,20
12654,1,3,2,50,51,26,45,43,59,39,38,38,56,75,65,84,39,93,54,83,34,30,40,31,23,44,45,51,42,30,24,26,9,7,12,7,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,168,58,20
12655,1,3,2,37,30,41,60,31,48,33,32,52,56,62,58,62,50,68,44,64,53,66,26,58,53,40,48,37,44,42,55,52,9,10,9,11,6,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,69,20
12656,1,3,2,51,35,50,49,32,47,38,36,47,48,71,73,56,46,58,47,62,63,60,32,60,47,46,43,42,38,45,50,47,6,13,13,13,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,187,71,19
12657,1,3,2,39,35,48,59,31,56,37,35,56,55,56,45,68,50,52,57,65,37,58,35,60,49,36,49,42,50,45,49,54,15,12,6,9,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,64,20
12658,1,3,2,39,38,40,54,41,57,50,43,44,53,75,68,93,45,94,42,72,68,29,31,34,21,44,47,38,46,30,18,21,8,6,7,14,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,167,58,21
12659,1,3,2,41,35,43,55,32,56,35,35,52,54,64,61,58,46,59,47,63,56,59,37,54,50,42,48,35,44,42,52,49,15,7,14,15,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,187,75,21
12660,1,3,3,49,34,33,47,41,55,41,33,43,56,69,69,55,51,60,45,40,43,43,35,30,24,43,51,45,45,22,33,33,7,11,8,9,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,75,20
12661,1,3,3,51,39,37,62,42,60,40,43,55,55,65,67,74,46,69,52,51,39,44,35,43,24,47,57,41,50,32,39,35,13,9,14,6,13,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,173,58,22
12662,1,3,2,37,40,49,55,38,52,41,39,52,54,61,63,76,51,72,52,64,54,75,35,53,47,45,45,47,44,37,51,53,12,6,6,10,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,74,21
12663,1,3,2,44,35,52,62,37,48,44,37,53,46,64,71,59,52,77,57,64,51,41,38,57,47,49,51,43,38,25,43,43,11,13,5,8,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,67,22
12664,1,3,2,50,38,41,47,30,51,39,38,46,48,67,58,68,53,69,47,62,57,70,40,50,38,50,49,46,39,42,41,40,6,9,8,6,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,185,80,21
12665,1,3,3,35,46,38,55,36,59,42,36,40,54,68,69,68,43,75,58,54,50,56,48,35,26,42,43,42,39,38,27,26,10,6,8,12,11,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,66,20
12666,1,2,2,45,37,38,62,45,57,48,39,59,61,64,63,55,54,81,49,63,45,52,32,41,24,45,45,43,58,32,38,43,5,11,15,6,13,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,164,70,19
12667,1,3,2,43,29,44,61,28,46,35,42,53,49,57,58,53,54,50,53,55,53,52,29,53,49,36,53,46,44,45,51,54,15,11,15,12,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,186,79,20
12668,1,2,2,36,30,48,57,32,54,37,38,55,50,70,76,76,55,58,55,60,62,61,33,58,41,53,47,36,43,47,41,46,12,12,10,13,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,78,22
12669,1,3,2,43,32,45,58,28,53,36,35,56,49,55,62,58,56,57,48,60,45,50,32,59,46,39,40,47,42,47,50,53,6,9,12,10,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,70,22
12670,1,3,2,40,44,36,60,35,54,42,37,56,52,71,69,74,52,77,49,51,48,38,35,36,29,47,52,43,52,32,38,42,11,10,12,9,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,64,18
12671,1,2,2,36,35,55,58,25,43,33,35,55,49,63,60,78,59,52,41,50,58,61,30,58,50,37,50,38,45,68,58,52,6,15,10,12,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,70,24
12672,1,3,2,44,54,36,44,44,56,44,30,30,62,62,65,75,34,73,67,41,66,67,43,65,18,45,45,48,47,34,21,23,15,10,13,12,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,70,26
12673,1,2,2,31,42,28,53,32,45,34,37,47,51,53,40,71,51,50,42,49,60,72,47,52,53,51,51,35,38,59,51,46,10,7,16,12,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,81,29
