,short_name,Position,overall,value_eur
10723,E. Palos,GK,65,290000
10732,Z. Zlámal,GK,65,290000
10734,F. Assmann,GK,65,290000
10737,C. Gönen,GK,65,350000
10739,D. Bassi,GK,65,240000
10749,D. Bouzanis,GK,65,400000
10751,A. Lukse,GK,65,350000
10752,Wu Yan,GK,65,375000
10758,J. Leutwiler,GK,65,375000
10762,A. Stolz,GK,65,150000
10767,M. Gliwa,GK,65,350000
10785,M. Buchalik,GK,65,375000
10787,T. Mickel,GK,65,375000
10817,P. Branduani,GK,65,375000
10842,M. Schulze Niehues,GK,65,375000
10873,Dani Barrio,GK,65,325000
10877,M. Malaeka,GK,65,290000
10882,Iván Crespo,GK,65,240000
10902,S. López,GK,65,290000
10903,F. Hurtado,GK,65,90000
10909,L. Giovini,GK,65,50000
10912,L. Delgado,GK,65,50000
10915,J. Deschamps,GK,65,150000
10951,Liu Dianzuo,GK,65,375000
10955,S. Ichazo,GK,65,375000
10956,N. Vidmar,GK,65,0
10969,Y. Rokutan,GK,65,325000
10974,S. Arai,GK,65,375000
10991,D. Akpeyi,GK,65,290000
11008,M. Chudý,GK,65,375000
11011,V. Rîmniceanu,GK,65,375000
11038,K. Grabara,GK,64,850000
11042,Iñaki Peña,GK,64,850000
11071,Moha Ramos,GK,64,825000
11085,M. Travers,GK,64,850000
11110,U. Adıyaman,GK,64,725000
11115,L. Grill,GK,64,725000
11134,João Valido,GK,64,700000
11140,D. Bertaud,GK,64,650000
11146,D. Nikolić,GK,64,650000
11147,M. Nicolas,GK,64,650000
11173,Diogo Sousa,GK,64,650000
11174,D. Rosic,GK,64,650000
11181,L. Zigi,GK,64,625000
11190,Song Bum Keun,GK,64,625000
11191,T. Müller,GK,64,625000
11200,Adrián López,GK,64,625000
11222,M. Rudakov,GK,64,575000
11233,S. Hernández,GK,64,575000
11256,Alberto González,GK,64,575000
11287,M. Lis,GK,64,550000
11288,N. Kocik,GK,64,550000
11307,Nuno Macedo,GK,64,550000
11309,A. Jakubech,GK,64,550000
11334,J. Mitchell,GK,64,500000
11340,L. McGee,GK,64,500000
11341,B. Collins,GK,64,500000
11353,F. Buntić,GK,64,500000
11355,O. Christensen,GK,64,525000
11364,A. Dini,GK,64,500000
11367,C. Hazard,GK,64,525000
11369,A. Spahic,GK,64,500000
11387,W. Falcone,GK,64,475000
11392,Ander Cantero,GK,64,475000
11399,S. Román,GK,64,475000
11426,Carlos Miguel,GK,64,475000
11443,R. Sánchez,GK,64,450000
11457,U. Saracco,GK,64,450000
11461,G. Gazzaniga,GK,64,450000
11474,R. Piscitelli,GK,64,450000
11476,T. Demirtaş,GK,64,450000
11502,J. Bond,GK,64,450000
11520,J. Houwen,GK,64,450000
11533,A. Maisonnial,GK,64,450000
11534,Y. Aygün,GK,64,450000
11553,E. Vaessen,GK,64,450000
11561,E. Johansen,GK,64,425000
11563,D. Léon,GK,64,425000
11575,M. Van Damme,GK,64,425000
11579,D. Węglarz,GK,64,425000
11582,M. Maroši,GK,64,425000
11589,David Gil,GK,64,425000
11590,M. Fraisl,GK,64,425000
11591,I. Çipe,GK,64,425000
11619,Milton Raphael,GK,64,400000
11620,S. Walker,GK,64,400000
11625,I. Gelios,GK,64,400000
11631,Pol,GK,64,400000
11642,M. Kuttin,GK,64,425000
11648,E. Mastrolía,GK,64,400000
11653,A. Mosquera,GK,64,400000
11665,Emanuel Novo,GK,64,400000
11668,D. Petković,GK,64,400000
11673,Diogo Silva,GK,64,400000
11674,E. Pap,GK,64,425000
11678,M. Birighitti,GK,64,400000
11679,O. Söderberg,GK,64,400000
11682,R. Allsop,GK,64,375000
11686,C. Cropper,GK,64,400000
11687,C. Diop,GK,64,400000
11690,P. Kühn,GK,64,400000
11695,S. Patzler,GK,64,400000
11703,V. Vasić,GK,64,375000
11722,K. Debaty,GK,64,350000
11728,G. Kongshavn,GK,64,375000
11742,M. Jeannin,GK,64,375000
11752,B. Rowe,GK,64,350000
11757,I. Berezovskyi,GK,64,375000
11758,A. Kann,GK,64,375000
11772,I. Jónsson,GK,64,0
11782,T. Morita,GK,64,375000
11786,S. Takagi,GK,64,350000
11793,D. van Crooij,GK,64,375000
11805,S. Rénot,GK,64,375000
11812,Park Ilgyu,GK,64,375000
11819,G. Morris,GK,64,120000
11824,T. Berni,GK,64,80000
11825,D. Haas,GK,64,120000
11827,L. Walthert,GK,64,120000
11832,C. Muñoz,GK,64,50000
11835,C. Vâtcă,GK,64,50000
11841,T. Gebauer,GK,64,50000
11842,Ricardo Batista,GK,64,270000
11854,J. Lillis,GK,64,270000
11862,E. Hernández,GK,64,80000
11878,M. Gostomski,GK,64,300000
11888,Y. De Winter,GK,64,270000
11889,B. Olejnik,GK,64,270000
11891,B. Mitrev,GK,64,270000
11900,A. Legzdins,GK,64,270000
11904,M. Howard,GK,64,270000
11910,J. Ayala,GK,64,290000
11922,Cho Soo Hyuk,GK,64,270000
11924,Hong Jung Nam,GK,64,290000
11945,D. Telgenkamp,GK,64,270000
11968,J. Shea,GK,64,325000
12005,J. Maurer,GK,64,300000
12009,Yu Sang Hun,GK,64,300000
12030,A. Al Qarni,GK,64,120000
12046,B. Stuver,GK,64,325000
12073,L. Santelices,GK,64,240000
12100,T. Murayama,GK,64,290000
12106,Nelson Freitosa,GK,64,120000
12140,C. Straton,GK,64,325000
12155,G. Chatterjee,GK,64,0
12165,M. Vandevoordt,GK,63,600000
12175,L. Plogmann,GK,63,675000
12188,Y. Diouf,GK,63,675000
12191,L. Ureta,GK,63,675000
12202,João Virgínia,GK,63,675000
12205,A. Akbulut,GK,63,625000
12225,R. Hoffmann,GK,63,675000
12230,C. Sánchez,GK,63,675000
12254,Álex Domínguez,GK,63,675000
12274,A. Whiteman,GK,63,575000
12299,E. Ruiz,GK,63,525000
12302,H. Burgoyne,GK,63,525000
12312,N. Bishop,GK,63,525000
12322,F. Dahmen,GK,63,525000
12335,F. Cambeses,GK,63,500000
12339,N. Baxter,GK,63,500000
12341,U. Yuvakuran,GK,63,500000
12343,M. Di Gregorio,GK,63,500000
12363,M. Aioani,GK,63,500000
12375,Ezkieta,GK,63,475000
12378,Juan Pérez,GK,63,475000
12382,Q. Braat,GK,63,475000
12386,Dani Cárdenas,GK,63,475000
12395,N. Mantl,GK,63,450000
12411,Brian Araújo,GK,63,450000
12413,João Gonçalves,GK,63,425000
12420,S. Brodersen,GK,63,450000
12428,S. Perisan,GK,63,450000
12435,L. García,GK,63,450000
12443,P. Köhn,GK,63,450000
12445,L. Zidane,GK,63,450000
12451,Kellyan,GK,63,450000
12452,Fran Vieites,GK,63,450000
12464,R. Matthys,GK,63,450000
12470,J. Coleman,GK,63,425000
12471,N. Contini,GK,63,425000
12475,I. Pomazun,GK,63,425000
12476,Lee Tae Hee,GK,63,425000
12493,Jaume Valens,GK,63,425000
12494,S. Müller,GK,63,425000
12499,C. Fejér,GK,63,425000
12517,I. Lawlor,GK,63,400000
12520,O. Schnitzler,GK,63,400000
12521,M. Marić,GK,63,400000
12527,A. Mandrea,GK,63,400000
12532,T. Schützenauer,GK,63,400000
12556,M. Hiller,GK,63,400000
12559,Pedro Mateus,GK,63,400000
12578,H. Bonmann,GK,63,375000
12584,E. Ersu,GK,63,375000
12585,L. M'Pasi,GK,63,375000
12590,T. Guivarch,GK,63,375000
12613,C. Căbuz,GK,63,375000
12620,J. Bonham,GK,63,375000
12624,J. Frick,GK,63,350000
12625,T. Vincensini,GK,63,375000
12626,T. Dähne,GK,63,375000
12627,L. Brănescu,GK,63,375000
12636,C. Guerra,GK,63,375000
12712,P. Grazziani,GK,63,350000
12714,H. Konaté,GK,63,350000
12725,Miguel Santos,GK,63,350000
12726,L. Jonsson,GK,63,350000
12736,A. Falch,GK,63,325000
12743,A. Smith,GK,63,325000
12745,S. van der Lei,GK,63,325000
12753,M. Brouwer,GK,63,325000
12767,R. Wulle,GK,63,350000
12779,A. Meyer,GK,63,325000
12788,A. Ivačič,GK,63,350000
12805,A. Cadavid,GK,63,325000
12806,P. Heredia,GK,63,300000
12808,A. Chapman,GK,63,300000
12816,A. Tarbell,GK,63,325000
12828,J. Coppens,GK,63,300000
12836,Kim Da Sol,GK,63,290000
12838,D. Moldovan,GK,63,300000
12840,Mejías,GK,63,290000
12844,Lee Bum Soo,GK,63,300000
12847,M. Sourzac,GK,63,300000
12852,J. Muñoz,GK,63,300000
12865,T. Okubo,GK,63,300000
12877,M. Ratajczak,GK,63,40000
12878,B. Roche,GK,63,40000
12879,P. Grünwald,GK,63,60000
12880,C. Källqvist,GK,63,100000
12881,P. Heerwagen,GK,63,60000
12882,Y. Gutiérrez,GK,63,40000
12883,D. Zibung,GK,63,100000
12884,I. Austbø,GK,63,160000
12885,G. Rogers,GK,63,40000
12890,B. Clarke,GK,63,200000
12892,C. Logan,GK,63,200000
12903,K. Letheren,GK,63,240000
12913,G. Moss,GK,63,60000
12925,L. Reddy,GK,63,40000
12931,R. O'Donnell,GK,63,250000
12934,M. Štěch,GK,63,260000
12944,C. Patterson-Sewell,GK,63,220000
12958,W. Abdullah,GK,63,200000
13002,C. Dobnik,GK,63,220000
13006,A. Al Kassar,GK,63,270000
13009,M. Scholz,GK,63,240000
13021,J. Escobar,GK,63,240000
13048,Carlos Travisso,GK,63,100000
13055,Chi Wenyi,GK,63,240000
13056,K. Seki,GK,63,200000
13067,Sander Asevedo,GK,63,100000
13081,M. Nardi,GK,63,220000
13083,R. Cardozo,GK,63,250000
13110,M. Roffo,GK,62,550000
13116,Altube,GK,62,550000
13117,C. Olses,GK,62,525000
13126,J. Pourtau,GK,62,550000
13139,N. Shinton,GK,62,525000
13162,D. Horkaš,GK,62,575000
13185,A. Racioppi,GK,62,575000
13188,E. Destanoglu,GK,62,525000
13201,D. Smarsch,GK,62,575000
13205,J. De Busser,GK,62,550000
13210,Vinicius,GK,62,575000
13234,T. Doornbusch,GK,62,475000
13247,H. Lewis,GK,62,450000
13251,V. Cabezas,GK,62,450000
13256,M. Woud,GK,62,450000
13301,G. Collao,GK,62,425000
13313,San Román,GK,62,425000
13315,J. Bursztyn,GK,62,425000
13328,V. Myhra,GK,62,375000
13331,J. Talbot,GK,62,375000
13336,A. Zendejas,GK,62,375000
13344,T. Krapikas,GK,62,400000
13345,Javi Benítez,GK,62,375000
13389,M. Havekotte,GK,62,375000
13396,Carlos Alves,GK,62,375000
13405,L. Malagón,GK,62,375000
13413,J. de Lange,GK,62,375000
13430,A. Tordai,GK,62,375000
13443,G. Zabret,GK,62,350000
13446,T. King,GK,62,350000
13448,E. Sanhueza,GK,62,350000
13450,A. D'Egidio,GK,62,350000
13466,Otaño,GK,62,350000
13473,O. Vâlceanu,GK,62,350000
13487,T. Casali,GK,62,325000
13495,M. Sarr,GK,62,325000
13497,M. Hauptmeijer,GK,62,325000
13503,T. Nijhuis,GK,62,325000
13524,R. Kojima,GK,62,325000
13532,T. Çetin,GK,62,325000
13540,A. Mehring,GK,62,300000
13541,M. Reule,GK,62,300000
13547,J. Rose,GK,62,325000
13554,E. Verstappen,GK,62,300000
13560,K. Shimura,GK,62,325000
13566,R. Jendrusch,GK,62,325000
13576,L. Watkowiak,GK,62,325000
13589,M. Bu Sanda,GK,62,325000
13596,J. Fabri,GK,62,300000
13598,L. Roberts,GK,62,300000
13601,J. Valencia,GK,62,300000
13617,M. Hamrol,GK,62,300000
13625,H. Hankić,GK,62,300000
13626,Y. Takaoka,GK,62,300000
13635,F. Stritzel,GK,62,290000
13642,R. Duraković,GK,62,290000
13649,S. Cleveland,GK,62,290000
13660,J. Szumski,GK,62,270000
13661,K. Forenc,GK,62,270000
13663,L. Burge,GK,62,270000
13676,K. Piedrahita,GK,62,270000
13684,A. Buzbuchi,GK,62,280000
13689,M. Festa,GK,62,270000
13693,D. Sugimoto,GK,62,280000
13713,N. Townsend,GK,62,270000
13717,A. Paroni,GK,62,260000
13732,G. Woods,GK,62,250000
13734,Hou Sen,GK,62,240000
13736,S. Arnold,GK,62,250000
13739,E. İşcan,GK,62,250000
13742,J. Jakubov,GK,62,240000
13745,A. Al Owayshir,GK,62,250000
13749,A. Al Jadani,GK,62,250000
13752,D. Kudła,GK,62,250000
13781,J. Murphy,GK,62,30000
13782,A. Collin,GK,62,130000
13783,L. Price,GK,62,130000
13785,S. Bywater,GK,62,30000
13787,L. McCormick,GK,62,80000
13788,P. Gori,GK,62,30000
13789,D. Brill,GK,62,160000
13790,M. McNulty,GK,62,30000
13793,S. Flinders,GK,62,160000
13801,M. Tørnes,GK,62,160000
13804,C. Neal,GK,62,160000
13809,A. Stachowiak,GK,62,180000
13812,M. van Duin,GK,62,180000
13821,Yu Ziqian,GK,62,130000
13826,E. Parish,GK,62,220000
13835,Li Shuai,GK,62,50000
13838,G. Sandomierski,GK,62,220000
13841,T. Vaiho,GK,62,200000
13846,M. Varvodić,GK,62,200000
13849,A. Al Mazaidi,GK,62,160000
13850,Jung San,GK,62,200000
13854,S. Russo,GK,62,200000
13857,D. Russo,GK,62,190000
13864,G. Jansson,GK,62,160000
13873,A. Berardi,GK,62,220000
13875,A. Horwath,GK,62,180000
13889,P. Farman,GK,62,220000
13899,T. Mikkelsen,GK,62,80000
13911,M. Al Furayj,GK,62,190000
13914,Sui Weijie,GK,62,50000
13942,D. Buchholz,GK,62,130000
13949,M. Cavallotti,GK,62,130000
13952,Limones,GK,62,180000
13954,F. Faist,GK,62,200000
13957,T. Sugeno,GK,62,80000
13966,M. Kołba,GK,62,220000
13976,G. Stancampiano,GK,62,180000
14030,M. Mleczko,GK,61,475000
14064,Álex Dos Santos,GK,61,475000
14069,Dani Merino,GK,61,475000
14070,Miguel Morro,GK,61,425000
14085,O. Hedvall,GK,61,400000
14086,P. Menzel,GK,61,400000
14090,N. Trott,GK,61,400000
14105,Matis Carvalho,GK,61,400000
14113,Robert Sanchez,GK,61,375000
14123,J. Klinsmann,GK,61,350000
14134,J. Cozzani,GK,61,375000
14185,J. Walton,GK,61,325000
14186,D. Gyollai,GK,61,325000
14188,P. Jensen,GK,61,325000
14207,M. Borquez,GK,61,325000
14208,Álvaro Vallés,GK,61,325000
14217,Joan Femenías,GK,61,325000
14220,S. Mohlin,GK,61,300000
14231,N. Lemaître,GK,61,300000
14235,Oleaga,GK,61,300000
14238,M. Funk,GK,61,300000
14250,L. Weinkauf,GK,61,300000
14253,G. Hatano,GK,61,300000
14267,M. Mbaye,GK,61,300000
14268,O. Carabalí,GK,61,300000
14275,R. Watson,GK,61,290000
14284,A. Vaikla,GK,61,290000
14291,M. Ortega,GK,61,290000
14310,G. Guerrieri,GK,61,270000
14322,K. Joelsson,GK,61,270000
14357,C. Dilo,GK,61,260000
14362,R. Fulton,GK,61,260000
14363,O. Hadžikić,GK,61,260000
14378,B. Lundgaard,GK,61,260000
14380,A. Putna,GK,61,260000
14423,E. Fernández,GK,61,240000
14426,D. Evtimov,GK,61,240000
14430,W. Cuesta,GK,61,240000
14434,E. Edwards Jr.,GK,61,230000
14435,B. Moore,GK,61,230000
14443,R. Laidlaw,GK,61,240000
14448,F. Gülmez,GK,61,240000
14452,R. Charles-Cook,GK,61,230000
14456,R. Udegbe,GK,61,230000
14458,M. Acton,GK,61,220000
14472,M. Engelhardt,GK,61,230000
14474,H. Fukushima,GK,61,230000
14485,H. Nilsson,GK,61,220000
14493,H. Sandvik,GK,61,210000
14495,K. Kakoi,GK,61,220000
14496,K. McIntosh,GK,61,220000
14498,B. Janošević,GK,61,210000
14504,S. Ando,GK,61,210000
14509,B. Meredith,GK,61,200000
14528,X. Pinoteau,GK,61,40000
14529,P. Jones,GK,61,140000
14538,H. Ramírez,GK,61,70000
14540,A. Vanins,GK,61,30000
14546,Liu Zhenli,GK,61,110000
14548,Zhang Lu,GK,61,160000
14553,Zhou Yajun,GK,61,110000
14567,H. Shaian,GK,61,170000
14572,T. Vollnhofer,GK,61,110000
14573,A. Al Saleh,GK,61,180000
14584,Zhang Lie,GK,61,30000
14595,W. Mosquera,GK,61,110000
14603,H. Nakabayashi,GK,61,140000
14614,L. Hroššo,GK,61,150000
14623,A. Marinescu,GK,61,110000
14633,G. Innocent,GK,60,375000
14636,S. Bajic,GK,60,350000
14653,E. Balcombe,GK,60,375000
14654,K. Klaesson,GK,60,350000
14655,M. Bułka,GK,60,375000
14656,S. Laiton,GK,60,375000
14679,B. Şen,GK,60,375000
14694,Elias Ramírez,GK,60,375000
14695,Jara,GK,60,375000
14734,D. Desprez,GK,60,375000
14738,M. Cerofolini,GK,60,375000
14760,Barredo,GK,60,375000
14766,M. Peano,GK,60,375000
14771,V. Xenopoulos,GK,60,375000
14786,Daniel Rebollo,GK,60,375000
14788,P. Sokół,GK,60,375000
14802,T. Glover,GK,60,325000
14816,C. Frommann,GK,60,325000
14833,D. Margush,GK,60,300000
14835,J. Karlstrøm,GK,60,300000
14842,M. Borgogno,GK,60,300000
14843,B. Żynel,GK,60,300000
14848,J. Bartels,GK,60,300000
14859,V. Kucheruk,GK,60,300000
14864,A. Wilk,GK,60,290000
14867,E. Kastrati,GK,60,280000
14878,J. Marcinkowski,GK,60,280000
14903,Sergio García,GK,60,270000
14905,L. Bätge,GK,60,270000
14915,Guo Quanbo,GK,60,270000
14921,M. Behrens,GK,60,260000
14923,Y. Bangsow,GK,60,270000
14931,L. Yamaguchi,GK,60,270000
14942,J. Wrąbel,GK,60,250000
14943,C. Burton,GK,60,250000
14957,Valera,GK,60,250000
14970,A. Sebald,GK,60,250000
14974,Lombo,GK,60,250000
14984,M. Depta,GK,60,250000
14993,M. Kuchta,GK,60,240000
14994,K. O'Hara,GK,60,240000
14995,M. Crowe,GK,60,240000
15005,M. Vargas,GK,60,240000
15006,J. Eastwood,GK,60,240000
15017,S. Dieng,GK,60,240000
15030,A. Bacci,GK,60,240000
15034,L. Popescu,GK,60,240000
15047,S. Bastien,GK,60,220000
15054,R. Sallinger,GK,60,220000
15060,S. Kjellevold,GK,60,220000
15064,E. Louro,GK,60,220000
15069,G. Bakırbaş,GK,60,220000
15076,K. Bucker,GK,60,220000
15079,H. Al Mansoury,GK,60,220000
15090,C. O'Malley,GK,60,210000
15092,T. Königsmann,GK,60,210000
15101,D. Cardelli,GK,60,210000
15115,J. Rodríguez,GK,60,200000
15116,J. Maxted,GK,60,200000
15126,Zou Dehai,GK,60,200000
15136,J. Gies,GK,60,210000
15137,D. Maekawa,GK,60,210000
15149,C. Klaus,GK,60,200000
15150,A. Hirzel,GK,60,190000
15158,Hwang ByeongGeun,GK,60,200000
15162,Yeerjieti Yeerzati,GK,60,190000
15165,M. Bleve,GK,60,200000
15166,J. Kiassumbua,GK,60,190000
15169,D. Lyness,GK,60,180000
15170,D. Cornell,GK,60,190000
15173,B. Wilson,GK,60,190000
15200,N. Mirković,GK,60,170000
15201,E. Fujishima,GK,60,170000
15209,F. Rossi,GK,60,170000
15222,F. Cerda,GK,60,160000
15225,R. Hironaga,GK,60,170000
15228,F. Costa,GK,60,160000
15229,G. Bokwé,GK,60,170000
15245,D. Da Costa,GK,60,110000
15246,T. Velaphi,GK,60,130000
15247,F. Al Shammari,GK,60,20000
15249,Yang Qipeng,GK,60,130000
15257,D. Melichárek,GK,60,60000
15261,J. Aymes,GK,60,140000
15273,B. Al Baqi,GK,60,150000
15275,P. Baiocco,GK,60,140000
15281,S. Makani,GK,60,130000
15289,N. Iwadate,GK,60,140000
15291,Y. Takeda,GK,60,130000
15295,K. Tanno,GK,60,110000
15307,T. Kodama,GK,60,130000
15318,K. Santini,GK,60,130000
15327,G. Bazunu,GK,59,290000
15342,L. Unbehaun,GK,59,270000
15344,A. Trubin,GK,59,260000
15403,C. Kelleher,GK,59,290000
15424,W. Mannion,GK,59,290000
15426,L. Southwood,GK,59,290000
15451,J. Theissen,GK,59,290000
15455,S. Bouzian,GK,59,270000
15463,J. Faye Lund,GK,59,250000
15471,A. Pears,GK,59,250000
15481,A. Wichne,GK,59,220000
15482,T. Wiesner,GK,59,220000
15495,B. Scott,GK,59,230000
15498,R. Koot,GK,59,220000
15499,T. Weiner,GK,59,230000
15503,T. Lawal,GK,59,220000
15506,E. González,GK,59,230000
15524,M. Uusitalo,GK,59,210000
15530,A. Nurudeen,GK,59,220000
15533,B. Verbong,GK,59,210000
15534,J. Hoekstra,GK,59,220000
15559,O. Evans,GK,59,200000
15563,S. Mbaye,GK,59,200000
15585,Lucas Díaz,GK,59,200000
15594,J. Bolado,GK,59,190000
15600,C. Libertiaux,GK,59,190000
15612,M. Freese,GK,59,190000
15619,J. Rojas,GK,59,0
15623,S. Perilli,GK,59,180000
15632,Z. de la Paz,GK,59,180000
15633,M. Šarkić,GK,59,180000
15639,A. Sosa,GK,59,180000
15648,A. Ureche,GK,59,180000
15656,R. Stewart,GK,59,170000
15668,P. Gartler,GK,59,170000
15671,J. Pantemis,GK,59,170000
15676,M. Pattier,GK,59,170000
15679,P. Patron,GK,59,170000
15691,E. Salles,GK,59,160000
15692,F. Sollacaro,GK,59,160000
15694,A. Al Ruhaili,GK,59,160000
15696,M. Hudson,GK,59,160000
15699,A. Quintana,GK,59,160000
15705,M. Kamenz,GK,59,160000
15718,D. Blazevic,GK,59,150000
15723,M. Crocombe,GK,59,150000
15725,D. Richards,GK,59,150000
15729,J. Brattberg,GK,59,160000
15730,Han Rongze,GK,59,150000
15737,B. McDriscoll,GK,59,150000
15744,A. McCarey,GK,59,140000
15745,Kwon Tae Ahn,GK,59,140000
15750,J. Rasheed,GK,59,140000
15781,Du Jia,GK,59,140000
15786,K. Szymański,GK,59,140000
15788,A. Cobrea,GK,59,140000
15789,I. Levchenko,GK,59,140000
15790,M. Halstead,GK,59,130000
15791,M. Ivanov,GK,59,130000
15803,D. Al Saeed,GK,59,130000
15807,K. Heemskerk,GK,59,130000
15809,V. Boral,GK,59,0
15811,S. Russell,GK,59,30000
15812,M. Gurski,GK,59,20000
15813,P. Cherrie,GK,59,40000
15818,G. Ruíz,GK,59,80000
15834,M. Kozioł,GK,59,100000
15839,M. Al Wakid,GK,59,110000
15854,Y. Nishibe,GK,59,20000
15872,L. Chevalier,GK,58,230000
15879,J. Blazquez,GK,58,230000
15881,T. Vettorel,GK,58,220000
15883,L. Ingolotti,GK,58,230000
15885,L. Ntumba,GK,58,220000
15893,L. Kasten,GK,58,220000
15915,C. Higuera,GK,58,220000
15919,T. Herbots,GK,58,220000
15920,Darío Ramos,GK,58,230000
15923,J. Serrano,GK,58,240000
15930,M. Cooper,GK,58,230000
15952,F. Adorni,GK,58,230000
15985,J. Krahl,GK,58,230000
15995,�. Târnovanu,GK,58,230000
16001,A. Bass,GK,58,200000
16013,M. Salaba,GK,58,200000
16029,D. Mitov,GK,58,180000
16041,L. Schaffran,GK,58,180000
16042,B. Gabriël,GK,58,180000
16047,N. Thiede,GK,58,180000
16056,B. Ozegovic,GK,58,170000
16057,Moon Jung In,GK,58,180000
16059,E. McGinty,GK,58,170000
16084,L. Ward,GK,58,160000
16088,I. Chicco,GK,58,160000
16089,E. Ross,GK,58,160000
16102,K. Le Roy,GK,58,160000
16106,G. Kyrnats,GK,58,160000
16113,Bruno Bertinato,GK,58,160000
16128,J. Ruddy,GK,58,150000
16129,J. Jiménez,GK,58,150000
16135,L. Thomas,GK,58,150000
16136,N. Tzanev,GK,58,150000
16144,M. Sprang,GK,58,140000
16153,E. Pauchet,GK,58,150000
16171,D. Borra,GK,58,140000
16173,A. Pearce,GK,58,140000
16174,M. Awaji,GK,58,140000
16182,N. Insfrán,GK,58,140000
16183,M. Ranmark,GK,58,140000
16184,A. Weidinger,GK,58,140000
16205,M. Soldo,GK,58,140000
16206,S. Moore,GK,58,140000
16213,F. Pizzicanella,GK,58,140000
16215,J. Albrecht,GK,58,140000
16216,M. Lenes,GK,58,140000
16218,E. Dick,GK,58,140000
16219,D. Sváček,GK,58,140000
16225,M. Al Moqahwi,GK,58,140000
16231,D. Barnes,GK,58,130000
16233,G. Smith,GK,58,130000
16234,M. Sætra,GK,58,130000
16235,J. McDonnell,GK,58,130000
16237,J. Maddison,GK,58,130000
16238,M. Jawhar,GK,58,130000
16243,C. Mosquera,GK,58,130000
16262,A. Torres,GK,58,130000
16269,Jero Lario,GK,58,130000
16272,M. Netolitzky,GK,58,120000
16273,C. Mafoumbi,GK,58,120000
16275,S. Hornby,GK,58,120000
16277,K. Ishikawa,GK,58,120000
16282,G. Pozos,GK,58,120000
16295,M. Staniszewski,GK,58,120000
16301,V. Noring,GK,58,110000
16303,P. Nagarajan,GK,58,0
16311,R. Salcedo,GK,58,100000
16315,S. Farelli,GK,58,20000
16317,B. Murphy,GK,58,60000
16322,Zhang Chong,GK,58,80000
16323,Han Feng,GK,58,30000
16324,Geng Xiaofeng,GK,58,80000
16333,L. Italiano,GK,58,90000
16335,Dong Chunyu,GK,58,90000
16344,B. Trowley,GK,58,70000
16356,H. Ivanov,GK,58,0
16361,R. Schofield,GK,57,190000
16369,L. Ashby-Hammond,GK,57,180000
16395,M. Prinz,GK,57,190000
16397,G. Dietsch,GK,57,180000
16405,J. Truque,GK,57,190000
16422,R. Bouallak,GK,57,190000
16432,W. Jääskeläinen,GK,57,190000
16433,J. Castanheira,GK,57,190000
16436,J. Delianov,GK,57,190000
16451,O. Djoco,GK,57,190000
16461,M. Johnstone,GK,57,160000
16471,J. Brauti,GK,57,160000
16476,A. Cristea,GK,57,160000
16480,N. Araya,GK,57,150000
16482,A. Long,GK,57,150000
16486,S. Enzler,GK,57,150000
16493,K. Kristensen,GK,57,140000
16495,A. Attiah,GK,57,150000
16500,L. Barraza,GK,57,150000
16501,E. Selvik,GK,57,150000
16507,Y. Schoonderwaldt,GK,57,140000
16510,H. Isted,GK,57,140000
16515,O. Patiño,GK,57,140000
16517,M. Fabrie,GK,57,140000
16521,Lee Jae Hyeong,GK,57,140000
16525,J. De Smet,GK,57,140000
16537,J. Orobio,GK,57,130000
16538,N. Klinger,GK,57,130000
16543,L. Bilboe,GK,57,130000
16545,J. Vom Steeg,GK,57,130000
16550,C. Yates,GK,57,130000
16554,A. Stone,GK,57,130000
16556,C. Giuliani,GK,57,130000
16569,J. Mroß,GK,57,130000
16583,H. Gostomski,GK,57,130000
16586,L. Brüggemeier,GK,57,130000
16587,Choi Young Eun,GK,57,120000
16588,M. Al Haeti,GK,57,120000
16596,F. Niemann,GK,57,120000
16597,I. Brînză,GK,57,130000
16600,E. Ira Tape,GK,57,0
16603,A. Hansen,GK,57,120000
16605,M. Albertoni,GK,57,120000
16613,S. Pabón,GK,57,120000
16621,D. Tapia,GK,57,110000
16630,G. Volpe,GK,57,110000
16641,N. Haikin,GK,57,110000
16646,M. Lansing,GK,57,110000
16651,T. Secchi,GK,57,110000
16655,M. Grim,GK,57,110000
16658,R. Pasquel,GK,57,100000
16659,W. Popp,GK,57,100000
16663,M. Karlsson,GK,57,100000
16683,I. Popescu,GK,57,100000
16688,M. Al Haidari,GK,57,90000
16691,K. Tanaka,GK,57,80000
16693,K. Stamatopoulos,GK,57,10000
16695,R. Gilmartin,GK,57,60000
16698,A. Nadj,GK,57,60000
16700,D. Budzyński,GK,57,70000
16703,Sun Le,GK,57,70000
16705,Wang Guoming,GK,57,70000
16706,G. Poluzzi,GK,57,70000
16716,M. Zoulan,GK,57,80000
16727,D. Ramaj,GK,56,150000
16731,L. Ruggiero,GK,56,160000
16733,J. Bursik,GK,56,160000
16744,Y. Fofana,GK,56,160000
16751,P. Gunnarsson,GK,56,160000
16753,W. Bedfian,GK,56,150000
16762,A. Alonzo,GK,56,160000
16813,O. Snorre,GK,56,170000
16818,Y. Oki,GK,56,160000
16836,I. Ünal,GK,56,140000
16847,B. Essele,GK,56,140000
16850,L. Jones,GK,56,130000
16871,C. Kearns,GK,56,130000
16879,P. Bachmeier,GK,56,130000
16884,C. van den Berg,GK,56,120000
